@relation 'music_genre_gold-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M31'

@attribute -0.133feature49-0.133feature50-0.133feature48-0.133feature51-0.133feature59... numeric
@attribute 0.206feature105+0.199feature106+0.188feature104+0.187feature107+0.179feature108... numeric
@attribute -0.186feature40-0.178feature39-0.178feature38-0.177feature41-0.173feature42... numeric
@attribute -0.257feature60-0.238feature1-0.231feature0-0.212feature29+0.178feature64... numeric
@attribute '0.294feature63+0.278feature62+0.24 feature1+0.238feature94+0.217feature93...' numeric
@attribute -0.309feature69-0.27feature70+0.251feature96-0.24feature100+0.229feature34... numeric
@attribute 0.255feature5-0.222feature6-0.217feature95-0.197feature62-0.184feature10... numeric
@attribute 0.312feature123+0.302feature92+0.279feature61-0.263feature109+0.257feature30... numeric
@attribute -0.296feature65-0.27feature96-0.234feature4-0.197feature108-0.193feature34... numeric
@attribute '0.252feature65-0.241feature9+0.231feature96+0.22 feature74-0.217feature99...' numeric
@attribute -0.297feature14-0.263feature13-0.249feature7+0.224feature8-0.209feature65... numeric
@attribute 0.306feature9-0.255feature16+0.245feature122-0.239feature15+0.237feature12... numeric
@attribute 0.366feature16-0.285feature6+0.274feature15-0.257feature11+0.244feature122... numeric
@attribute '-0.476feature7-0.282feature9+0.238feature71-0.211feature66+0.18 feature8...' numeric
@attribute '0.399feature12+0.3  feature10-0.259feature11-0.22feature9-0.207feature6...' numeric
@attribute -0.368feature15+0.355feature11-0.315feature10+0.196feature64-0.195feature7... numeric
@attribute -0.393feature8-0.304feature10-0.29feature9-0.227feature11-0.221feature16... numeric
@attribute 0.441feature11-0.42feature9-0.288feature14+0.242feature10+0.239feature16... numeric
@attribute -0.346feature14-0.333feature12-0.239feature13-0.196feature98-0.192feature67... numeric
@attribute 0.257feature12-0.248feature8-0.247feature34-0.242feature3-0.217feature16... numeric
@attribute -0.387feature8-0.277feature68+0.275feature16-0.27feature13-0.27feature7... numeric
@attribute -0.405feature13+0.285feature14-0.278feature69-0.232feature15-0.228feature67... numeric
@attribute -0.522feature15+0.382feature7+0.241feature16-0.218feature6+0.214feature14... numeric
@attribute '0.537feature16+0.335feature12-0.325feature14-0.22feature10+0.21 feature6...' numeric
@attribute '-0.305feature66-0.256feature70+0.25 feature65-0.227feature47+0.227feature9...' numeric
@attribute '0.383feature14-0.313feature13+0.294feature11+0.26 feature68-0.239feature9...' numeric
@attribute -0.329feature68-0.311feature95+0.267feature10+0.259feature12-0.239feature4... numeric
@attribute '0.441feature10+0.263feature6+0.25 feature70-0.24feature7+0.236feature68...' numeric
@attribute -0.274feature97-0.248feature98-0.246feature72-0.229feature4-0.229feature95... numeric
@attribute -0.339feature69+0.323feature95-0.311feature2-0.271feature100+0.263feature13... numeric
@attribute -0.324feature71-0.304feature6+0.281feature103-0.23feature35+0.218feature8... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
3.223248,16.759003,3.410678,-2.913912,-6.448719,5.683876,-2.308756,-5.530268,-3.264156,-0.386564,0.249207,1.154396,-1.659142,0.864545,0.506273,0.983591,-0.594407,1.803919,0.26362,0.614399,2.805712,-0.522672,0.920132,0.265874,-1.287611,-0.467806,-2.631938,0.710511,1.519227,-0.862656,0.471807,7
5.560111,-0.058896,-0.742603,7.002614,-0.052113,-0.023239,-2.613615,0.969221,2.697688,0.951606,0.32923,-1.120699,0.316147,-0.1131,0.333255,1.153153,-0.539186,0.456595,-0.016054,0.468951,-1.031455,-0.164574,0.540329,0.460119,0.349882,0.468003,0.699653,0.223834,-0.150239,0.054372,0.647541,4
-0.323243,5.72629,-6.277255,0.422027,-2.37086,-1.348672,0.929637,-0.83239,1.162665,0.627372,0.041025,-0.638323,0.843956,0.239146,-0.348405,1.352115,-1.126712,-0.63416,-0.381907,-0.988267,0.905744,0.862098,0.063446,-0.032547,-0.464014,0.080289,1.141733,0.044631,-0.588087,0.721704,0.502752,2
0.121627,5.998677,-5.714523,0.940606,-3.101772,-1.3278,1.918914,-0.125216,0.480773,0.199723,-0.046809,-0.427673,0.618709,0.633181,-0.515473,1.126106,-0.971441,-0.225097,-0.316568,-1.347209,1.15563,0.875905,-0.077065,-0.103718,-0.746774,-0.015953,0.943166,0.012066,-0.760509,0.667892,0.29356,2
2.483151,8.843903,-0.380226,-1.264239,-2.767625,4.250865,-3.252534,7.796085,2.140598,-0.504618,1.170762,-2.35501,-1.491698,-0.153102,-0.697677,0.673203,1.271456,-2.48494,0.914852,-0.784426,0.580782,0.019216,0.288149,0.9114,-1.214698,-0.20119,0.059892,-0.892862,-1.557049,0.646988,0.67587,2
3.52678,-4.196215,0.942637,2.056979,1.757351,0.885027,-0.219455,0.367096,1.652092,0.319172,0.330931,-1.024482,0.407126,-1.018059,-0.227514,0.240071,0.17083,0.52634,-0.630335,1.351774,0.959585,-0.557206,0.17918,-1.228286,-1.475023,0.783698,-0.852122,0.924961,0.453499,0.931015,0.303733,8
7.56474,-2.178347,1.057367,-0.402005,0.046348,1.376392,2.496892,-0.197304,0.475261,0.817413,-0.56767,-0.041543,-1.127024,-0.823176,0.093377,0.294747,0.117811,0.635479,-0.944203,1.065092,0.479019,0.840042,-0.107239,0.898564,-0.719395,1.077701,1.329899,-0.095287,1.514882,0.230081,0.247041,9
-24.588957,-1.188753,3.71048,2.324504,-1.300438,-0.37383,-0.663962,-0.05498,-0.456032,1.210097,1.568179,-1.795425,0.400765,-1.965384,-2.201319,-0.359117,-0.428818,-0.855032,-0.393458,0.515654,-1.867959,-1.063024,0.322914,0.692659,-0.210034,0.822595,0.693157,0.189241,0.262239,0.047617,-0.778481,0
-5.477988,-2.29932,0.987209,-2.201614,-2.417271,-0.887953,0.804545,1.195105,-1.195026,0.328197,1.175186,1.014125,1.50981,0.850697,0.756212,-0.819728,-0.90864,0.441165,-0.002177,1.116087,-1.489424,1.250751,0.059866,-0.434296,-0.494982,0.01586,-0.293371,0.416616,0.133537,-0.012593,0.055493,5
-4.614882,-6.362307,-0.504244,-2.222561,-1.721897,-1.30209,-1.595229,0.914485,-2.653062,1.87017,0.558344,-0.489573,-0.178092,-0.333154,0.179861,-1.323274,1.576776,-0.7426,0.589088,-0.08602,0.05368,0.051237,-0.194439,-0.083415,-0.436788,0.540469,-0.130814,1.830362,-0.097706,-0.134885,0.834745,6
5.61927,-2.800292,0.622606,7.158586,0.175508,3.392573,-3.191869,2.011221,3.033569,0.496008,0.031331,-0.474053,1.954934,-1.000381,-0.174924,1.438759,0.687693,-0.278402,-0.160719,0.746072,0.820418,-0.607063,-0.33031,0.121996,0.26191,0.880991,0.36393,0.21431,0.70092,-1.705837,-0.391615,7
-8.937497,-2.749922,0.033193,1.152674,-2.298909,0.978516,0.806946,0.213727,0.989392,-1.610291,-0.927397,0.891107,0.004684,0.68899,0.493871,1.158468,-0.030924,-0.914926,0.494058,-0.741322,-0.088404,-0.0328,-0.545602,0.148474,-0.221282,0.033486,-0.25596,0.225696,0.023693,0.249173,-0.65554,0
-7.909951,-9.534337,4.511209,-1.230566,-5.01109,-1.691489,-0.238541,0.480622,-4.625268,3.239964,3.500442,-0.013592,0.161157,-1.754192,-1.500408,2.314305,0.215633,-0.7438,1.359403,0.151165,0.159396,-0.906566,-0.954183,1.046809,-0.502255,-0.719138,-1.136047,0.104804,-0.138138,-0.043267,-0.566979,6
4.103138,-2.125974,-1.138897,-2.010381,0.096644,-0.258454,-0.247733,-0.397057,-0.239565,-0.31608,-0.518419,-0.024336,0.271226,0.639752,-1.243463,0.390014,-0.912339,0.486724,-0.726997,-0.607657,0.224208,-1.772993,-0.685847,-0.23757,-0.067369,0.665665,-0.131418,1.235772,-0.603028,0.437722,0.556874,6
-2.60095,5.977612,-4.777101,2.19901,-2.129548,1.080372,1.009463,0.769856,-0.364111,0.164581,-1.379178,-0.54918,0.413513,1.19484,0.286929,0.770389,-0.684442,0.603171,-0.16353,0.347758,-0.377636,0.312853,-0.227633,0.402875,-0.970001,-0.560481,0.28465,-0.479205,0.460509,0.767495,0.611249,2
3.129916,2.995647,-1.570371,8.324275,-2.115375,2.066572,0.074495,1.613669,0.349029,1.01338,-1.122296,-0.012465,-1.129757,0.870556,1.170698,-0.573536,0.239565,0.414807,-0.752835,0.064849,0.967275,-0.127948,-0.91857,-0.457429,-1.036402,-0.951759,0.622316,-0.5491,1.370981,-1.499972,0.5065,5
5.924997,-2.564386,4.681855,3.618683,1.389997,-0.573021,-1.136472,0.224938,-1.686425,-2.647216,-0.10687,-2.321793,2.732384,-0.634892,0.126721,-0.86166,-3.03797,1.382028,0.759608,0.559774,-0.00733,0.287289,-0.903443,-0.035584,-0.171692,-0.225656,0.642808,0.38882,0.346955,-1.182259,-0.243639,7
5.599604,-6.418984,-2.204665,-2.362894,0.9954,0.164398,-1.992196,1.93132,-0.196608,-1.147984,-2.782759,0.17774,-0.852431,-0.390364,-0.003586,-0.554883,0.942893,1.600166,-1.296831,0.203484,-0.121797,-1.05429,-0.08053,-0.24523,-0.085796,0.647645,1.658263,0.036743,0.215561,-0.173559,0.134412,6
-21.593026,3.235898,0.905698,-4.037186,3.84414,1.376444,-1.469365,-1.092302,0.458646,-0.828278,-0.63596,1.583449,-1.206356,0.404213,-1.522153,-1.87694,-0.227292,-0.610194,-0.034523,0.611501,0.902768,0.676879,0.526559,0.453432,0.713071,0.191706,0.192127,-0.080504,-0.090264,-1.185936,-0.188777,1
-8.214364,6.128214,-3.01109,-0.565487,4.642587,-1.050345,0.286169,-1.079886,0.038974,-0.263818,-0.64551,0.630489,-1.556598,-0.11005,1.275495,2.533687,1.69414,-0.207778,0.108055,-1.881164,-0.419232,-0.818467,-0.508986,-0.600352,-1.329371,-0.040819,-1.474736,0.616468,0.127842,-0.035884,0.214571,0
8.857341,6.730806,5.233085,-2.952268,-0.063225,0.234214,0.441132,2.062564,3.292702,5.412989,-0.586146,1.155622,0.587187,-0.076444,0.308074,-0.346301,2.074295,0.723504,0.042372,0.574188,0.492263,-0.652166,-0.399765,0.521966,1.206679,0.602883,-0.677035,-0.31659,-0.276009,0.623075,0.620958,9
6.272397,-1.753529,-0.603854,2.459362,-1.488489,2.383271,-1.364292,-1.300544,0.757222,-1.871531,-0.930216,-0.148997,0.501755,-1.475843,1.474953,-0.562223,0.498165,-1.206911,1.490745,0.365998,0.595086,1.174971,-1.027948,-0.598329,-1.112573,-0.353417,0.658115,0.88543,-0.301725,0.093556,-0.673448,7
-4.304384,-1.671976,-4.105616,1.874177,-4.777204,1.96424,-0.097862,1.033443,-0.039771,0.678696,-1.864843,-0.01953,-0.182822,1.073457,0.243117,0.899111,1.11511,-0.864026,-0.237448,-0.136197,-0.480657,0.83317,-0.308652,-2.018014,2.360155,1.182185,-0.666841,0.082563,0.036705,-0.718882,-0.505116,0
1.073978,0.038395,-5.517169,4.810951,0.099399,2.509151,-0.295218,2.478543,1.299714,0.256728,0.626524,1.376328,0.462203,0.757534,-0.601442,-0.214604,0.371711,-0.625103,0.622601,-1.365371,-0.285461,-0.00709,-1.47325,-0.644695,-0.357572,-0.510551,0.505816,1.47856,0.711674,-0.057147,-0.060506,2
-21.815593,-0.341738,3.638822,1.806932,-0.971935,0.148947,2.387137,0.117729,1.290141,-1.234728,0.082201,-0.531857,-0.053119,1.346109,-1.758196,-1.71939,-0.489402,0.71318,1.450084,2.50549,-0.688347,0.830383,0.367564,-0.737037,0.098618,0.392113,-0.155009,0.602359,-0.193744,0.521836,0.112902,0
-1.057517,-5.136366,0.198206,-0.936936,-0.151238,1.162037,-0.392033,0.319331,0.268218,-0.213981,0.794121,-0.361021,0.692944,0.444333,-0.030441,-0.120717,-0.665166,-0.230926,0.310834,0.208499,0.210394,-0.603521,0.143056,0.508137,-0.028475,-0.040941,-0.026531,-0.269557,-0.541287,0.193937,-0.209907,8
0.267145,-3.305122,-3.196273,5.111393,-2.7813,3.597426,0.707968,2.134822,1.274484,-0.46521,0.59781,0.129077,-0.335935,0.326522,-0.15917,-0.933387,0.597763,0.794288,1.424182,-0.679119,-0.455196,-0.302405,-1.509286,0.70404,0.287317,0.434014,0.154159,1.331253,0.274408,-0.888539,0.752183,2
-9.539197,2.918001,1.193829,0.113735,-1.2274,3.308816,0.683079,0.043101,0.905782,-2.140692,-1.336113,2.703128,1.012104,0.805674,-1.575315,-1.281977,-2.132538,0.903498,1.519655,0.620478,0.230367,0.183397,0.609585,1.202363,0.099835,0.069043,-1.318557,-0.36719,0.641485,-0.309299,-1.811331,3
1.779016,-3.041705,-1.919015,-3.917087,-0.256805,-0.098945,-1.479981,0.987166,-0.528883,-0.865473,-1.584259,0.97297,1.00721,0.38398,0.102969,-0.573669,-0.819214,0.528684,-0.114058,-0.387748,-0.926979,-0.739868,-1.033468,-0.020383,-0.365041,-1.155774,0.142262,-0.310296,0.559891,0.555595,0.22448,6
-25.257591,1.769453,4.609133,1.712916,5.704181,0.376757,-2.152465,-0.486839,2.287845,-1.461962,-1.666062,-1.034256,-0.870939,-0.682386,0.829397,1.992505,-0.192554,-0.391682,-1.63815,-3.481537,0.245356,0.800233,-0.708304,0.123571,0.014407,-0.336458,1.433908,0.351573,1.147059,-0.88806,-0.692927,1
-0.082715,3.202386,-5.301545,0.383275,-2.668367,0.723017,-0.606915,-0.029361,2.339348,0.828937,0.266548,0.642883,0.373181,0.722243,0.007739,0.543053,-0.837535,1.990542,0.135524,-0.051048,0.820499,0.37102,-0.707105,-0.795485,0.428775,-1.016153,0.57525,0.000626,0.331043,0.198476,0.428647,0
3.506947,-4.516614,0.205566,-2.681384,0.545786,-0.659415,-0.821819,0.5984,-0.500096,0.800286,-0.855764,0.272966,-0.018707,0.595646,-0.524626,0.052907,0.732248,0.278502,0.619107,-1.720071,-0.045317,-0.905339,-0.425926,1.192731,0.352156,-0.142997,-0.575784,0.2694,-0.668694,-0.492077,-0.107285,6
-1.99193,-1.445686,2.167456,4.337286,-2.889494,2.475706,0.143331,0.281055,1.546583,-0.216156,-0.509222,-0.336596,0.283758,0.163873,1.178884,1.943058,1.204008,0.349984,-1.303184,-0.748228,0.510605,0.756922,-0.285121,-0.478231,-0.452146,-0.49924,-0.492286,0.62883,-0.897453,-1.084028,0.088225,5
4.846034,-7.22896,-3.564064,-2.260964,0.234139,1.14233,-1.159971,-0.433511,0.529635,-1.533435,-0.624284,-1.377788,-0.754684,-0.893749,0.651859,-0.443127,0.086804,1.140559,0.827287,-0.212597,0.719368,0.102083,0.671243,-0.57723,0.064604,0.181129,0.518502,0.924183,0.368566,0.838341,0.150635,6
2.102186,4.232289,-3.372617,-0.314254,-1.69308,-2.122437,1.50749,-0.669828,1.067476,0.611998,-1.027717,0.515666,1.297018,-1.09393,1.507958,0.011831,0.598974,-1.33938,-0.017284,0.769092,1.358937,1.624867,-0.185511,0.965689,-1.131389,-0.43139,0.316835,-0.000524,0.947879,0.642513,-0.611144,2
1.559742,1.341874,-5.311608,5.041008,-1.105045,1.895441,-1.165474,0.75973,1.138043,0.60354,-0.878528,-0.924814,-0.43099,-0.449012,0.705683,0.224545,0.657828,0.359898,0.619703,0.117377,0.211709,0.182698,-0.097185,-1.251802,1.598169,-0.789798,1.741959,0.069086,-0.073693,-0.871085,0.966185,2
-12.979968,2.870399,0.061795,-1.135078,2.416673,-1.592893,-0.979324,-0.902873,-0.969726,0.123683,-0.195607,0.726758,-0.846367,-0.350594,-1.511289,0.455907,0.698678,-0.4632,0.376921,0.779635,1.026737,0.203902,0.244725,0.590149,-0.798104,-0.118573,0.727021,0.84966,-0.648137,0.572761,0.988281,1
0.697987,2.861238,-2.375796,-2.71454,1.587774,1.285382,0.796468,-0.962599,0.006719,-0.014835,1.734658,-0.18564,2.166835,0.840222,0.937944,-0.144564,-0.432782,-0.997487,0.110096,0.341243,1.225086,-0.702806,0.373944,1.236152,-1.197968,-0.662155,0.336344,0.089504,-0.714051,0.342016,-0.802392,3
5.879932,6.405613,1.620543,3.202326,1.847864,-2.931992,-0.638589,-0.219244,-0.40512,0.336642,-0.259736,1.565253,0.301881,0.570946,-1.277666,0.912094,1.699997,0.490499,-0.939746,2.234746,0.211375,-1.959361,-1.291784,-0.444269,-0.553745,-0.172553,-0.663979,0.139014,1.246726,0.073868,-1.485847,2
4.304129,-0.988901,-0.902336,-2.153311,2.500718,-0.738033,-1.186583,0.818335,0.092729,0.682147,0.272563,0.511401,0.066195,0.903614,-0.88306,0.45961,-0.824579,-0.25209,-1.024922,-0.873391,-0.606541,0.195326,-0.249644,-0.716534,0.042652,-0.126367,0.04252,-0.198736,-0.44602,-0.029181,-0.574775,8
-2.117285,-5.687457,0.59405,-3.223214,-0.3493,-0.614207,-0.45182,0.440007,-1.549511,0.414148,-1.827071,-0.689281,-0.349113,0.431256,-1.605587,-0.497447,0.970373,0.279965,0.745009,-0.455272,0.024244,0.549338,0.133985,0.374534,0.081706,0.71138,-0.741089,-0.634119,0.071875,-0.348472,0.208591,6
1.09811,-3.169409,-2.267051,-3.463335,2.854201,-0.540008,-1.083688,-0.972856,0.471239,0.711995,0.529449,-0.461278,-0.960486,0.431581,-0.702798,0.876096,0.840793,-0.81799,0.420662,0.058285,0.95963,0.021704,-0.708962,0.145882,-0.316624,-1.051273,-0.082961,-0.074396,-0.416365,-0.646073,0.175598,1
-3.615853,4.412365,-2.04292,2.318112,-0.561248,-0.049205,-0.1137,1.257628,0.319557,0.805743,-0.212376,0.520236,1.460948,1.076809,0.353447,0.473159,0.094641,0.577246,-0.18892,-0.36474,-0.155709,0.175637,0.254924,-0.544476,-0.124163,-1.106087,0.030158,-0.698427,0.106377,0.12381,-0.167498,2
4.722498,-0.314142,1.175976,-1.077696,0.105067,-2.596412,2.556867,0.87148,-0.846862,-0.007532,-1.597937,0.231231,0.388523,-0.12272,0.925601,0.373226,0.162832,0.038948,-0.611207,0.310785,2.535788,0.81683,-0.587511,0.081835,0.400681,-0.775111,0.918086,0.045383,0.058901,-0.218846,-0.083948,4
2.038036,-1.789443,-0.997503,-0.380858,-0.473727,-0.332875,0.568717,0.093459,0.026341,0.447253,0.231072,-1.154535,0.172506,1.896432,1.036137,-0.857317,0.663668,-0.251529,-0.217505,0.474928,0.793417,-0.377086,-0.488238,0.005459,-0.021631,0.609562,-0.238567,-0.530485,0.354301,-0.432376,-0.454894,4
3.527327,4.190205,-3.142087,-4.817788,1.125129,-1.181449,-0.270229,-1.592016,-1.146266,-0.192089,0.98419,0.015461,-0.979638,0.74566,0.195434,1.614075,0.42411,0.981146,0.35365,-0.131085,0.093466,-0.388395,0.380056,0.839151,0.697149,0.347717,0.071037,0.059949,-0.24041,-1.4187,0.611499,6
0.782524,-5.517897,1.599843,-0.872133,0.310435,0.550674,0.539501,-0.372319,-1.545401,-0.028465,-0.277514,-0.272196,-0.967599,0.332913,-0.708424,-0.672276,0.464151,-0.330272,1.295495,-0.406899,-0.926585,0.407951,0.878809,0.789328,0.082383,-0.35704,-0.08716,-1.033869,-0.499878,0.061668,0.63664,4
-0.650051,-5.585806,0.216322,-1.606377,1.919485,1.156199,-2.052972,0.1209,-0.026044,0.319381,-0.313709,-0.720514,-0.255504,0.604495,0.554465,-0.599105,0.657133,-0.226895,-0.138437,-0.325954,-0.093161,-0.324053,0.115181,0.424595,-0.648303,-0.306757,-0.195162,0.168858,-0.334006,-0.069953,0.154769,8
-0.325464,6.453763,1.365202,2.256183,-2.780021,-0.243276,-0.420059,-3.268863,-1.136979,0.867709,-0.694195,1.679149,-0.205904,0.591317,0.083199,-1.680772,-2.369345,0.066347,0.176404,-1.940189,1.437897,-0.759465,0.902962,-1.381418,-2.58165,0.695832,-0.67816,0.16783,1.724345,0.28243,-0.063377,5
4.327384,3.990192,1.502999,3.557625,1.372329,-2.788142,-0.07181,-0.479169,-1.875328,-2.235239,-0.298209,0.948487,-0.959285,-1.785348,-0.332507,-1.044689,-0.457,1.584523,2.056066,-0.517974,-0.648299,-0.821219,-0.574626,-0.400631,-0.203569,0.704483,-0.420129,-0.298077,-0.140745,-0.479107,-0.007694,5
-17.702591,-1.160716,1.302591,2.232484,-0.113818,-0.433943,1.437268,-0.402838,2.947995,-1.885012,-1.095831,-3.081824,-1.237478,-1.114926,1.668626,0.984534,0.819862,1.314136,-1.766127,-2.339495,0.036557,-1.293365,-1.934932,-0.221762,0.096523,1.418715,-0.162294,0.099333,-0.136102,-0.452345,-0.812754,0
8.756764,-1.873682,3.61632,-0.965657,2.098172,0.24804,2.218435,0.599326,1.362658,0.270845,1.221665,1.948771,-1.426837,-0.129384,0.08454,1.87955,1.308925,-0.198455,-0.418596,1.420837,-1.234753,0.607614,0.015611,-0.278446,0.277642,-0.051067,1.098439,0.12706,0.051374,-0.626591,0.704735,9
-21.228591,2.836857,2.104165,-1.345603,-3.295743,0.084647,3.217505,-0.091382,0.80699,0.094557,0.652195,1.232538,-0.972342,1.032534,0.88581,-1.794216,0.624663,2.153632,0.777241,1.915463,-1.223151,0.312079,-1.487043,1.324392,-0.532586,-0.319777,-1.22403,-0.590803,-0.159863,0.580227,0.525104,0
8.609264,0.44982,5.364873,1.987409,0.070775,1.508913,-1.867707,-0.05794,-0.401104,-0.137805,-1.355586,-0.584009,2.85808,0.979298,-0.678106,-0.916473,0.424639,0.011013,-0.019337,-1.100207,0.331137,0.92033,0.298998,-0.338525,1.55848,0.449627,0.157543,-0.456797,-1.211102,0.506795,0.621101,7
3.8859,-1.673007,3.68752,4.599185,0.327068,-1.527898,-2.205773,1.952151,0.988623,0.743175,-0.976098,0.526609,0.693954,0.404677,1.754526,0.492916,0.684416,-0.529505,-0.377315,0.8395,0.249948,0.277438,-1.153443,0.69651,-1.024637,0.372034,-0.754857,-0.456314,-0.261192,-0.422817,-0.481602,4
1.169977,-3.019748,-1.840635,-4.226014,-0.960576,0.280382,0.959387,-0.962507,-0.087316,0.253687,-0.447961,-0.197308,-0.969854,0.223781,-0.982879,0.176394,-0.726325,1.282384,-0.485154,-0.814787,-0.625299,0.348031,-0.179709,0.101114,-0.248365,0.805323,-1.186249,-0.243717,0.175816,-0.630097,0.531419,6
3.318527,10.072422,-4.578062,-0.012366,2.156275,-2.311325,1.511405,1.011418,-0.027165,0.897314,1.683408,-1.845619,-1.17587,-2.782623,-2.469871,-1.091871,-1.008025,-1.012998,0.149215,0.397054,-0.505919,-1.345976,0.582914,0.0566,-1.697675,-0.212264,-1.061141,0.588753,0.294513,0.464422,1.203232,2
-10.778471,3.331265,-0.936977,-4.09764,1.328352,1.83488,-3.645676,-3.601676,-1.083909,-0.50645,0.998654,0.554011,-0.786769,-1.238899,-0.054132,-0.043872,0.106389,-0.486463,0.48629,-0.424734,0.663405,0.79463,0.779883,0.434479,-0.15932,0.051548,0.093263,0.401043,1.094457,-0.115121,1.06584,1
0.600716,0.616554,-5.750267,2.191682,0.825747,3.71886,-0.980161,-0.392418,1.093164,-0.460212,-0.049817,0.067566,0.061723,-1.235219,-0.796053,1.462212,1.187945,-0.543287,0.330447,-0.675299,0.305694,1.177581,0.652552,-0.060679,0.219895,-0.971534,0.614688,0.577756,0.556571,-0.177803,0.352168,2
-10.373535,-3.345044,4.196216,-3.495573,1.612222,-0.800912,0.567161,0.673167,-0.542905,0.870912,1.505262,0.205064,1.369013,0.327268,0.965821,1.15349,-0.683845,0.674309,-0.218357,-0.292373,0.162746,0.460043,-0.584433,-0.045093,-0.792778,-0.446696,-0.359081,0.116773,0.206449,-0.510204,-0.416072,1
4.592857,-2.374817,-0.74751,-2.697575,1.04929,0.917058,0.058972,-0.738387,-0.430916,0.653713,0.200191,-0.325301,-0.052221,0.936586,0.761774,0.226465,-1.159105,-0.22741,-0.03846,-0.136331,0.090972,-0.437604,-0.244644,-0.080648,0.751882,-0.826419,0.114199,-0.341299,-0.00923,0.155497,0.808177,8
-6.885137,6.887161,-3.580947,-1.316044,-1.125779,-0.793029,0.59886,-1.101188,-1.937193,-0.226749,0.555976,0.299847,2.364782,-0.897525,-1.844728,0.797815,-0.878815,1.542163,1.428636,0.247167,1.266381,-0.146882,-0.18882,-0.92961,-0.526635,0.435268,0.287247,-0.737207,-0.260751,0.396084,0.014268,1
-4.216532,-8.659385,3.03296,1.425579,-4.392774,1.929145,0.035091,1.458265,-1.727177,0.813431,0.720896,0.351678,0.325143,-0.529657,-0.887696,0.605861,1.053013,-0.208631,-0.717628,0.333306,0.008478,-0.168485,0.852834,-0.471873,0.179685,-0.356898,0.441938,-1.090712,-0.339625,1.253612,0.407957,6
-14.009553,2.958296,-15.426616,-2.528921,6.144603,8.205258,5.027936,5.146257,-8.662076,2.874863,6.533339,4.992313,0.473955,-2.23628,-0.143022,-5.259276,4.914468,2.580611,-1.022831,-4.518333,0.813345,4.12633,-1.745714,0.454457,1.255083,-0.838888,-1.548218,-1.084076,2.619194,2.363479,-1.952052,2
5.936351,-2.137411,-0.668689,2.001678,1.71363,-0.3507,-1.01163,0.296053,1.357598,-0.479396,1.745519,-0.476322,1.36783,1.190328,-1.032963,-0.136942,-0.655342,-1.433184,-0.949717,-0.039644,0.69639,-0.718052,-0.813214,-0.205238,1.22593,0.840959,-0.834574,1.487481,-0.51864,0.279506,-0.262173,8
4.279927,-5.66843,-5.096963,-2.59659,0.186528,0.488056,-1.341127,-0.055826,0.694876,-0.489249,-0.905813,-1.808843,-0.732397,-0.139662,0.594624,-0.136659,0.641951,1.541325,-0.127255,0.064435,-0.026729,0.030142,0.253026,-0.276027,-0.292148,0.549054,0.6719,0.396834,0.786052,-0.109705,0.264485,6
6.211076,-1.617321,-0.194449,2.776723,0.486567,0.279517,-0.317912,0.618778,1.035884,-0.353007,-1.138273,0.399553,0.885022,-0.891742,-0.321943,1.267266,0.415746,-0.298263,-1.203422,1.403945,-0.449132,-1.35294,0.765713,1.367158,-0.300832,-0.400271,-0.747167,0.536281,1.215587,0.632974,1.092164,8
-10.954721,-3.777078,1.20267,-1.731888,-2.672528,-0.710253,0.147423,-0.869802,-0.431897,1.267021,1.362644,-0.426299,-0.698249,-0.973799,0.235981,1.131022,0.428304,-0.517921,-0.654722,-1.135005,-0.672141,-0.320182,0.163036,-1.297743,-0.871826,-0.748077,-0.799392,0.698585,-0.293488,-0.205848,-0.123895,0
3.747441,-3.776816,-3.467574,-3.105081,0.130938,-0.091655,-0.57714,0.374255,-0.431731,-1.46935,-1.342324,1.247684,-0.771484,-0.163663,0.593815,-0.530246,-0.382521,-0.494569,-0.625124,-0.777007,0.230584,-0.244605,0.284137,-0.081505,0.680036,-0.707498,0.416095,0.694704,0.9609,-0.025777,0.286928,6
6.71089,7.713497,5.213045,-3.875802,-3.885507,3.591336,-3.766026,-3.145955,-1.452061,1.181619,-3.405747,-4.41387,4.861039,1.484603,-0.645652,-3.733392,2.29625,-0.254421,-0.007646,-1.477638,1.958015,-1.307036,-0.55746,-0.39578,0.245186,2.561875,-0.217559,-1.091571,-0.646351,1.378378,0.985168,7
2.006405,-2.411442,-2.254816,3.094638,-2.212486,-0.183378,-0.716932,0.697132,1.528253,-0.519949,-0.262408,0.875408,-0.397086,-1.751184,-0.440503,0.975727,-0.401458,-0.823918,-0.090221,-0.16857,0.020134,0.396956,-0.850608,0.185478,0.744939,0.78379,-0.225144,-0.15305,-0.72271,0.309064,0.754654,2
-0.465416,-5.211169,-0.709708,0.416135,-4.220435,0.510138,-0.990185,0.190992,0.036898,0.836825,0.272719,-0.458975,0.570642,-1.211168,0.17224,-0.461064,-0.529453,-0.72815,0.579198,0.21716,0.489615,-0.783247,-0.759716,-1.566663,0.304778,-0.20619,-0.439393,0.561477,-0.156458,0.262117,-0.256993,7
