object,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
4646,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4647,3.0,2.0,6.0,1.0,6.0,2.0,0.0,1.0,3.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,4.0,6.0
4648,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4649,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4650,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4651,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4652,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,5.0,0.0,2.0,1.0,5.0,1.0,5.0,6.0
4653,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4654,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4655,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4656,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4657,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4658,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4659,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4660,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4661,2.0,3.0,8.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
4662,3.0,2.0,7.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
4663,2.0,2.0,6.0,1.0,6.0,2.0,0.0,1.0,10.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,5.0,6.0
4664,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4665,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4666,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4667,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4668,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4669,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4670,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4671,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4672,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4673,3.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,,3.0,3.0,7.0,6.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
4674,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4675,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4676,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4677,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4678,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4679,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4680,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4681,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4682,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4683,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4684,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4685,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4686,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4687,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4688,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4689,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4690,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4691,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4692,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4693,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4694,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4695,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4696,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,7.0,3.0,0.0,2.0,1.0,5.0,1.0,5.0,6.0
4697,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4698,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4699,2.0,3.0,3.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,0.0
4700,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4701,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4702,2.0,0.0,8.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,6.0
4703,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4704,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,3.0,4.0
4705,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4706,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4707,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4708,3.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,2.0,5.0,4.0,4.0,0.0
4709,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,5.0,3.0,4.0,4.0
4710,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4711,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4712,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4713,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4714,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4715,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4716,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4717,3.0,2.0,6.0,1.0,6.0,2.0,0.0,1.0,8.0,0.0,,3.0,0.0,7.0,7.0,0.0,2.0,1.0,2.0,3.0,4.0,6.0
4718,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4719,3.0,0.0,7.0,0.0,6.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,3.0,3.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
4720,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4721,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4722,2.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,,2.0,3.0,5.0,5.0,0.0,2.0,1.0,1.0,7.0,4.0,1.0
4723,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4724,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4725,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4726,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4727,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4728,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4729,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4730,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4731,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4732,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,6.0
4733,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4734,3.0,0.0,7.0,0.0,6.0,2.0,0.0,0.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,6.0
4735,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4736,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4737,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4738,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4739,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4740,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4741,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4742,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4743,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4744,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4745,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4746,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4747,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4748,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4749,2.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,7.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,6.0
4750,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4751,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4752,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4753,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4754,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4755,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4756,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4757,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4758,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4759,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4760,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4761,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4762,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4763,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4764,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4765,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4766,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4767,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4768,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4769,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4770,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4771,2.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4772,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4773,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4774,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4775,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4776,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4777,2.0,3.0,5.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,,3.0,3.0,7.0,7.0,0.0,2.0,2.0,1.0,7.0,1.0,5.0
4778,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4779,2.0,3.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,6.0
4780,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4781,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4782,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4783,3.0,0.0,7.0,0.0,6.0,2.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,5.0,5.0,0.0,2.0,1.0,5.0,1.0,5.0,6.0
4784,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,6.0
4785,2.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4786,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4787,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4788,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
4789,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
4790,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4791,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,3.0
4792,3.0,0.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4793,3.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,5.0,6.0
4794,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4795,3.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0
4796,2.0,2.0,9.0,1.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0
4797,3.0,2.0,3.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,5.0,3.0
