object,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
449,0.0,20.0,7.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0
450,0.0,,3.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
451,0.0,39.5,1.625,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,0.0,0.0,316.0
452,0.0,36.5,4.25,0.0,0.0,8.0,0.0,3.5,1.0,1.0,0.0,1.0,0.0,454.0,50.0
453,,29.75,0.665,0.0,0.0,9.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,300.0,0.0
454,0.0,52.42,1.5,0.0,0.0,1.0,0.0,3.75,1.0,1.0,0.0,0.0,0.0,0.0,350.0
455,0.0,36.17,18.125,0.0,0.0,9.0,0.0,0.085,1.0,1.0,0.0,1.0,0.0,320.0,3552.0
456,0.0,34.58,0.0,,,,,0.0,1.0,1.0,0.0,1.0,1.0,,0.0
457,0.0,29.67,0.75,1.0,1.0,0.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,240.0,0.0
458,0.0,36.17,5.5,0.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,210.0,687.0
459,0.0,25.67,0.29,1.0,1.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,160.0,0.0
460,1.0,24.5,2.415,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,120.0,0.0
461,0.0,24.08,0.875,0.0,0.0,6.0,0.0,0.085,1.0,0.0,4.0,1.0,0.0,254.0,1950.0
462,0.0,21.92,0.5,0.0,0.0,0.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,360.0,0.0
463,1.0,36.58,0.29,0.0,0.0,13.0,7.0,0.0,1.0,0.0,10.0,1.0,0.0,200.0,18.0
464,1.0,23.0,1.835,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,200.0,53.0
465,1.0,27.58,3.0,0.0,0.0,6.0,0.0,2.79,1.0,0.0,1.0,0.0,0.0,280.0,10.0
466,0.0,31.08,3.085,0.0,0.0,0.0,0.0,2.5,1.0,0.0,2.0,0.0,0.0,160.0,41.0
467,1.0,30.42,1.375,0.0,0.0,9.0,1.0,0.04,1.0,0.0,3.0,1.0,0.0,0.0,33.0
468,0.0,22.08,2.335,0.0,0.0,5.0,0.0,0.75,1.0,1.0,0.0,1.0,0.0,180.0,0.0
469,0.0,16.33,4.085,0.0,0.0,3.0,1.0,0.415,1.0,1.0,0.0,0.0,0.0,120.0,0.0
470,1.0,21.92,11.665,0.0,0.0,5.0,1.0,0.085,1.0,1.0,0.0,1.0,0.0,320.0,5.0
471,0.0,21.08,4.125,1.0,1.0,3.0,1.0,0.04,1.0,1.0,0.0,1.0,0.0,140.0,100.0
472,0.0,17.42,6.5,0.0,0.0,3.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,60.0,100.0
473,0.0,19.17,4.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,360.0,1000.0
474,0.0,20.67,0.415,0.0,0.0,0.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,44.0
475,0.0,26.75,2.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,80.0,0.0
476,0.0,23.58,0.835,0.0,0.0,3.0,1.0,0.085,1.0,1.0,0.0,0.0,0.0,220.0,5.0
477,0.0,39.17,2.5,1.0,1.0,3.0,1.0,10.0,1.0,1.0,0.0,0.0,2.0,200.0,0.0
478,0.0,22.75,11.5,0.0,0.0,3.0,0.0,0.415,1.0,1.0,0.0,1.0,0.0,0.0,0.0
479,,26.5,2.71,1.0,1.0,,,0.085,1.0,1.0,0.0,1.0,2.0,80.0,0.0
480,1.0,16.92,0.5,0.0,0.0,3.0,0.0,0.165,1.0,0.0,6.0,0.0,0.0,240.0,35.0
481,0.0,23.5,3.165,1.0,1.0,5.0,0.0,0.415,1.0,0.0,1.0,0.0,0.0,280.0,80.0
482,1.0,17.33,9.5,0.0,0.0,12.0,0.0,1.75,1.0,0.0,10.0,0.0,0.0,0.0,10.0
483,0.0,23.75,0.415,1.0,1.0,0.0,0.0,0.04,1.0,0.0,2.0,1.0,0.0,128.0,6.0
484,0.0,34.67,1.08,0.0,0.0,6.0,0.0,1.165,1.0,1.0,0.0,1.0,2.0,28.0,0.0
485,0.0,74.83,19.0,1.0,1.0,13.0,7.0,0.04,1.0,0.0,2.0,1.0,0.0,0.0,351.0
486,0.0,28.17,0.125,1.0,1.0,5.0,0.0,0.085,1.0,1.0,0.0,1.0,0.0,216.0,2100.0
487,0.0,24.5,13.335,1.0,1.0,12.0,0.0,0.04,1.0,1.0,0.0,0.0,0.0,120.0,475.0
488,0.0,18.83,3.54,1.0,1.0,13.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,180.0,1.0
489,,45.33,1.0,0.0,0.0,8.0,0.0,0.125,1.0,1.0,0.0,0.0,0.0,263.0,0.0
490,1.0,47.25,0.75,0.0,0.0,8.0,1.0,2.75,0.0,0.0,1.0,1.0,0.0,333.0,892.0
491,0.0,24.17,0.875,0.0,0.0,8.0,0.0,4.625,0.0,0.0,2.0,0.0,0.0,520.0,2000.0
492,0.0,39.25,9.5,0.0,0.0,6.0,0.0,6.5,0.0,0.0,14.0,1.0,0.0,240.0,4607.0
493,1.0,20.5,11.835,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,340.0,0.0
494,1.0,18.83,4.415,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,240.0,0.0
495,0.0,19.17,9.5,0.0,0.0,9.0,0.0,1.5,0.0,1.0,0.0,1.0,0.0,120.0,2206.0
496,1.0,25.0,0.875,0.0,0.0,10.0,1.0,1.04,0.0,1.0,0.0,0.0,0.0,160.0,5860.0
497,0.0,20.17,9.25,0.0,0.0,0.0,0.0,1.665,0.0,0.0,3.0,0.0,0.0,40.0,28.0
498,0.0,25.75,0.5,0.0,0.0,0.0,0.0,1.46,0.0,0.0,5.0,0.0,0.0,312.0,0.0
499,0.0,20.42,7.0,0.0,0.0,0.0,0.0,1.625,0.0,0.0,3.0,1.0,0.0,200.0,1391.0
500,0.0,,4.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,290.0,2279.0
501,0.0,39.0,5.0,0.0,0.0,2.0,0.0,3.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0
502,1.0,64.08,0.165,0.0,0.0,13.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,232.0,100.0
503,0.0,28.25,5.125,0.0,0.0,10.0,0.0,4.75,0.0,0.0,2.0,1.0,0.0,420.0,7.0
504,1.0,28.75,3.75,0.0,0.0,0.0,0.0,1.085,0.0,0.0,1.0,0.0,0.0,371.0,0.0
505,0.0,31.33,19.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,1.0,0.0,0.0,5000.0
506,1.0,18.92,9.0,0.0,0.0,12.0,0.0,0.75,0.0,0.0,2.0,1.0,0.0,88.0,591.0
507,1.0,24.75,3.0,0.0,0.0,8.0,1.0,1.835,0.0,0.0,19.0,1.0,0.0,0.0,500.0
508,1.0,30.67,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,220.0,19.0
509,0.0,21.0,4.79,1.0,1.0,9.0,0.0,2.25,0.0,0.0,1.0,0.0,0.0,80.0,300.0
510,0.0,13.75,4.0,1.0,1.0,9.0,0.0,1.75,0.0,0.0,2.0,0.0,0.0,120.0,1000.0
511,1.0,46.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,960.0
512,1.0,44.33,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
513,0.0,20.25,9.96,0.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
514,0.0,22.67,2.54,1.0,1.0,0.0,1.0,2.585,0.0,1.0,0.0,1.0,0.0,0.0,0.0
515,0.0,,10.5,0.0,0.0,10.0,0.0,6.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
516,1.0,60.92,5.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,99.0
517,0.0,16.08,0.75,0.0,0.0,0.0,0.0,1.75,0.0,0.0,5.0,0.0,0.0,352.0,690.0
518,1.0,28.17,0.375,0.0,0.0,8.0,0.0,0.585,0.0,0.0,4.0,1.0,0.0,80.0,0.0
519,0.0,39.17,1.71,0.0,0.0,10.0,0.0,0.125,0.0,0.0,5.0,0.0,0.0,480.0,0.0
520,,20.42,7.5,0.0,0.0,5.0,0.0,1.5,0.0,0.0,1.0,1.0,0.0,160.0,234.0
521,1.0,30.0,5.29,0.0,0.0,11.0,6.0,2.25,0.0,0.0,5.0,0.0,0.0,99.0,500.0
522,0.0,22.83,3.0,0.0,0.0,6.0,0.0,1.29,0.0,0.0,1.0,1.0,0.0,260.0,800.0
523,1.0,22.5,8.5,0.0,0.0,8.0,0.0,1.75,0.0,0.0,10.0,1.0,0.0,80.0,990.0
524,1.0,28.58,1.665,0.0,0.0,8.0,0.0,2.415,0.0,1.0,0.0,0.0,0.0,440.0,0.0
525,0.0,45.17,1.5,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,140.0,0.0
526,0.0,41.58,1.75,0.0,0.0,5.0,0.0,0.21,0.0,1.0,0.0,1.0,0.0,160.0,0.0
527,1.0,57.08,0.335,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,252.0,2197.0
528,1.0,55.75,7.08,0.0,0.0,5.0,1.0,6.75,0.0,0.0,3.0,0.0,0.0,100.0,50.0
529,0.0,43.25,25.21,0.0,0.0,8.0,1.0,0.21,0.0,0.0,1.0,1.0,0.0,760.0,90.0
530,1.0,25.33,2.085,0.0,0.0,0.0,1.0,2.75,0.0,1.0,0.0,0.0,0.0,360.0,1.0
531,1.0,24.58,0.67,0.0,0.0,12.0,1.0,1.75,0.0,1.0,0.0,1.0,0.0,400.0,0.0
532,0.0,43.17,2.25,0.0,0.0,3.0,2.0,0.75,0.0,1.0,0.0,1.0,0.0,560.0,0.0
533,0.0,40.92,0.835,0.0,0.0,13.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,130.0,1.0
534,0.0,31.83,2.5,0.0,0.0,12.0,0.0,7.5,0.0,1.0,0.0,0.0,0.0,523.0,0.0
535,1.0,33.92,1.585,1.0,1.0,13.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,320.0,0.0
536,1.0,24.92,1.25,0.0,0.0,13.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,80.0,0.0
537,0.0,35.25,3.165,0.0,0.0,10.0,1.0,3.75,0.0,1.0,0.0,0.0,0.0,680.0,0.0
538,0.0,34.25,1.75,0.0,0.0,9.0,2.0,0.25,0.0,1.0,0.0,0.0,0.0,163.0,0.0
539,0.0,80.25,5.5,0.0,0.0,,,0.54,0.0,1.0,0.0,1.0,0.0,0.0,340.0
540,0.0,19.42,1.5,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,100.0,20.0
541,0.0,42.75,3.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,200.0
542,0.0,19.67,10.0,1.0,1.0,5.0,1.0,0.835,0.0,1.0,0.0,0.0,0.0,140.0,0.0
543,0.0,36.33,3.79,0.0,0.0,9.0,0.0,1.165,0.0,1.0,0.0,0.0,0.0,200.0,0.0
544,0.0,30.08,1.04,1.0,1.0,3.0,2.0,0.5,0.0,0.0,10.0,0.0,0.0,132.0,28.0
545,0.0,44.25,11.0,1.0,1.0,1.0,0.0,1.5,0.0,1.0,0.0,1.0,2.0,0.0,0.0
546,0.0,23.58,0.46,1.0,1.0,9.0,0.0,2.625,0.0,0.0,6.0,0.0,0.0,208.0,347.0
547,0.0,23.92,1.5,0.0,0.0,1.0,1.0,1.875,0.0,0.0,6.0,1.0,0.0,200.0,327.0
548,0.0,33.17,1.0,0.0,0.0,10.0,0.0,0.75,0.0,0.0,7.0,0.0,0.0,340.0,4071.0
549,0.0,48.33,12.0,0.0,0.0,6.0,0.0,16.0,0.0,1.0,0.0,1.0,2.0,110.0,0.0
550,0.0,76.75,22.29,0.0,0.0,11.0,5.0,12.75,0.0,0.0,1.0,0.0,0.0,0.0,109.0
551,0.0,51.33,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1249.0
552,0.0,34.75,15.0,0.0,0.0,7.0,4.0,5.375,0.0,0.0,9.0,0.0,0.0,0.0,134.0
553,0.0,38.58,3.335,0.0,0.0,9.0,0.0,4.0,0.0,0.0,14.0,1.0,0.0,383.0,1344.0
554,1.0,22.42,11.25,1.0,1.0,10.0,1.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,321.0
555,0.0,41.92,0.42,0.0,0.0,0.0,1.0,0.21,0.0,0.0,6.0,1.0,0.0,220.0,948.0
556,0.0,29.58,4.5,0.0,0.0,9.0,0.0,7.5,0.0,0.0,2.0,0.0,0.0,330.0,0.0
557,1.0,32.17,1.46,0.0,0.0,9.0,0.0,1.085,0.0,0.0,16.0,1.0,0.0,120.0,2079.0
558,0.0,51.42,0.04,0.0,0.0,10.0,1.0,0.04,0.0,1.0,0.0,1.0,0.0,0.0,3000.0
559,1.0,22.83,2.29,0.0,0.0,8.0,1.0,2.29,0.0,0.0,7.0,0.0,0.0,140.0,2384.0
560,1.0,25.0,12.33,0.0,0.0,2.0,1.0,3.5,0.0,0.0,6.0,1.0,0.0,400.0,458.0
561,0.0,26.75,1.125,0.0,0.0,10.0,1.0,1.25,0.0,1.0,0.0,1.0,0.0,0.0,5298.0
562,0.0,23.33,1.5,0.0,0.0,0.0,1.0,1.415,0.0,1.0,0.0,1.0,0.0,422.0,200.0
563,0.0,24.42,12.335,0.0,0.0,8.0,1.0,1.585,0.0,1.0,0.0,0.0,0.0,120.0,0.0
564,0.0,42.17,5.04,0.0,0.0,8.0,1.0,12.75,0.0,1.0,0.0,0.0,0.0,92.0,0.0
565,1.0,20.83,3.0,0.0,0.0,12.0,0.0,0.04,0.0,1.0,0.0,1.0,0.0,100.0,0.0
566,0.0,23.08,11.5,0.0,0.0,9.0,1.0,2.125,0.0,0.0,11.0,0.0,0.0,290.0,284.0
567,1.0,25.17,2.875,0.0,0.0,10.0,1.0,0.875,0.0,1.0,0.0,1.0,0.0,360.0,0.0
568,0.0,43.08,0.375,1.0,1.0,0.0,0.0,0.375,0.0,0.0,8.0,0.0,0.0,300.0,162.0
569,1.0,35.75,0.915,0.0,0.0,12.0,0.0,0.75,0.0,0.0,4.0,1.0,0.0,0.0,1583.0
570,0.0,59.5,2.75,0.0,0.0,9.0,0.0,1.75,0.0,0.0,5.0,0.0,0.0,60.0,58.0
571,0.0,21.0,3.0,1.0,1.0,1.0,0.0,1.085,0.0,0.0,8.0,0.0,0.0,160.0,1.0
572,0.0,21.92,0.54,1.0,1.0,10.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,840.0,59.0
573,1.0,65.17,14.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1400.0
574,1.0,20.33,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,50.0,1465.0
575,0.0,32.25,0.165,1.0,1.0,0.0,1.0,3.25,0.0,0.0,1.0,0.0,0.0,432.0,8000.0
576,0.0,30.17,0.5,0.0,0.0,0.0,0.0,1.75,0.0,0.0,11.0,1.0,0.0,32.0,540.0
577,0.0,25.17,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
578,0.0,39.17,1.625,0.0,0.0,0.0,0.0,1.5,0.0,0.0,10.0,1.0,0.0,186.0,4700.0
579,0.0,39.08,6.0,0.0,0.0,6.0,0.0,1.29,0.0,0.0,5.0,0.0,0.0,108.0,1097.0
580,0.0,31.67,0.83,0.0,0.0,10.0,0.0,1.335,0.0,0.0,8.0,0.0,0.0,303.0,3290.0
581,0.0,41.0,0.04,0.0,0.0,11.0,0.0,0.04,1.0,0.0,1.0,1.0,2.0,560.0,0.0
582,0.0,48.5,4.25,0.0,0.0,6.0,0.0,0.125,0.0,1.0,0.0,0.0,0.0,225.0,0.0
583,0.0,32.67,9.0,1.0,1.0,9.0,1.0,5.25,0.0,1.0,0.0,0.0,0.0,154.0,0.0
584,1.0,28.08,15.0,1.0,1.0,11.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13212.0
585,0.0,73.42,17.75,0.0,0.0,13.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
586,0.0,64.08,20.0,0.0,0.0,10.0,1.0,17.5,0.0,0.0,9.0,0.0,0.0,0.0,1000.0
587,0.0,51.58,15.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,9.0,1.0,0.0,0.0,0.0
588,0.0,26.67,1.75,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,160.0,5777.0
589,0.0,25.33,0.58,0.0,0.0,0.0,0.0,0.29,0.0,0.0,7.0,0.0,0.0,96.0,5124.0
590,0.0,30.17,6.5,0.0,0.0,2.0,0.0,3.125,0.0,0.0,8.0,1.0,0.0,330.0,1200.0
591,0.0,27.0,0.75,0.0,0.0,0.0,1.0,4.25,0.0,0.0,3.0,0.0,0.0,312.0,150.0
592,0.0,23.17,0.0,,,,,0.0,1.0,1.0,0.0,1.0,1.0,,0.0
593,0.0,34.17,5.25,0.0,0.0,9.0,0.0,0.085,1.0,1.0,0.0,0.0,0.0,290.0,6.0
594,0.0,38.67,0.21,0.0,0.0,5.0,0.0,0.085,0.0,1.0,0.0,0.0,0.0,280.0,0.0
595,0.0,25.75,0.75,0.0,0.0,0.0,2.0,0.25,0.0,1.0,0.0,1.0,0.0,349.0,23.0
596,1.0,46.08,3.0,0.0,0.0,0.0,0.0,2.375,0.0,0.0,8.0,0.0,0.0,396.0,4159.0
597,1.0,21.5,6.0,0.0,0.0,12.0,0.0,2.5,0.0,0.0,3.0,1.0,0.0,80.0,918.0
598,,20.08,0.125,0.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,240.0,768.0
599,0.0,20.5,2.415,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,200.0,3000.0
600,1.0,29.5,0.46,0.0,0.0,5.0,0.0,0.54,0.0,0.0,4.0,1.0,0.0,380.0,500.0
601,,42.25,1.75,1.0,1.0,,,0.0,1.0,1.0,0.0,0.0,0.0,150.0,1.0
602,0.0,29.83,1.25,1.0,1.0,5.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,224.0,0.0
603,0.0,20.08,0.25,0.0,0.0,8.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,200.0,0.0
604,0.0,23.42,0.585,0.0,0.0,0.0,1.0,0.085,0.0,1.0,0.0,1.0,0.0,180.0,0.0
605,1.0,29.58,1.75,1.0,1.0,5.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,280.0,0.0
606,0.0,16.17,0.04,0.0,0.0,0.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,0.0,0.0
607,0.0,32.33,3.5,0.0,0.0,5.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,232.0,0.0
608,0.0,,0.04,1.0,1.0,1.0,0.0,4.25,1.0,1.0,0.0,0.0,0.0,460.0,0.0
609,0.0,47.83,4.165,0.0,0.0,10.0,2.0,0.085,1.0,1.0,0.0,0.0,0.0,520.0,0.0
610,0.0,20.0,1.25,1.0,1.0,5.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,140.0,4.0
611,0.0,27.58,3.25,1.0,1.0,8.0,1.0,5.085,1.0,0.0,2.0,0.0,0.0,369.0,1.0
612,0.0,22.0,0.79,0.0,0.0,9.0,0.0,0.29,1.0,0.0,1.0,1.0,0.0,420.0,283.0
613,0.0,19.33,10.915,0.0,0.0,0.0,2.0,0.585,1.0,0.0,2.0,0.0,0.0,200.0,7.0
614,1.0,38.33,4.415,0.0,0.0,0.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,160.0,0.0
615,0.0,29.42,1.25,0.0,0.0,0.0,1.0,0.25,1.0,0.0,2.0,0.0,0.0,400.0,108.0
616,0.0,22.67,0.75,0.0,0.0,3.0,0.0,1.585,1.0,0.0,1.0,0.0,0.0,400.0,9.0
617,0.0,32.25,14.0,1.0,1.0,13.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,160.0,1.0
618,0.0,29.58,4.75,0.0,0.0,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,460.0,68.0
619,0.0,18.42,10.415,1.0,1.0,12.0,0.0,0.125,0.0,1.0,0.0,1.0,0.0,120.0,375.0
620,0.0,22.17,2.25,0.0,0.0,3.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,160.0,10.0
621,0.0,22.67,0.165,0.0,0.0,0.0,3.0,2.25,1.0,1.0,0.0,0.0,2.0,0.0,0.0
622,1.0,25.58,0.0,,,,,0.0,1.0,1.0,0.0,1.0,1.0,,0.0
623,0.0,18.83,0.0,0.0,0.0,8.0,0.0,0.665,1.0,1.0,0.0,1.0,0.0,160.0,1.0
624,0.0,21.58,0.79,1.0,1.0,2.0,0.0,0.665,1.0,1.0,0.0,1.0,0.0,160.0,0.0
625,0.0,23.75,12.0,0.0,0.0,0.0,0.0,2.085,1.0,1.0,0.0,1.0,2.0,80.0,0.0
626,0.0,22.0,7.835,1.0,1.0,3.0,2.0,0.165,1.0,1.0,0.0,0.0,0.0,,0.0
627,0.0,36.08,2.54,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1000.0
628,0.0,29.25,13.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,228.0,0.0
629,1.0,19.58,0.665,0.0,0.0,9.0,0.0,1.665,1.0,1.0,0.0,1.0,0.0,220.0,5.0
630,1.0,22.92,1.25,0.0,0.0,8.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,120.0,809.0
631,1.0,27.25,0.29,0.0,0.0,6.0,1.0,0.125,1.0,0.0,1.0,0.0,0.0,272.0,108.0
632,1.0,38.75,1.5,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,76.0,0.0
633,0.0,32.42,2.165,1.0,1.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,120.0,0.0
634,1.0,23.75,0.71,0.0,0.0,9.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,240.0,4.0
635,0.0,18.17,2.46,0.0,0.0,0.0,4.0,0.96,1.0,0.0,2.0,0.0,0.0,160.0,587.0
636,0.0,40.92,0.5,1.0,1.0,6.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,130.0,0.0
637,0.0,19.5,9.585,0.0,0.0,12.0,0.0,0.79,1.0,1.0,0.0,1.0,0.0,80.0,350.0
638,0.0,28.58,3.625,0.0,0.0,12.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,100.0,0.0
639,0.0,35.58,0.75,0.0,0.0,5.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,231.0,0.0
640,0.0,34.17,2.75,0.0,0.0,3.0,2.0,2.5,1.0,1.0,0.0,0.0,0.0,232.0,200.0
641,,33.17,2.25,1.0,1.0,2.0,0.0,3.5,1.0,1.0,0.0,0.0,0.0,200.0,141.0
642,0.0,31.58,0.75,1.0,1.0,12.0,0.0,3.5,1.0,1.0,0.0,0.0,0.0,320.0,0.0
643,1.0,52.5,7.0,0.0,0.0,12.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
644,0.0,36.17,0.42,1.0,1.0,9.0,0.0,0.29,1.0,1.0,0.0,0.0,0.0,309.0,2.0
645,0.0,37.33,2.665,0.0,0.0,2.0,0.0,0.165,1.0,1.0,0.0,0.0,0.0,0.0,501.0
646,1.0,20.83,8.5,0.0,0.0,0.0,0.0,0.165,1.0,1.0,0.0,1.0,0.0,0.0,351.0
647,0.0,24.08,9.0,0.0,0.0,12.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0
648,0.0,25.58,0.335,0.0,0.0,5.0,1.0,3.5,1.0,1.0,0.0,0.0,0.0,340.0,0.0
649,1.0,35.17,3.75,0.0,0.0,13.0,7.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,200.0
650,0.0,48.08,3.75,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,100.0,2.0
651,1.0,15.83,7.625,0.0,0.0,8.0,0.0,0.125,1.0,0.0,1.0,0.0,0.0,0.0,160.0
652,1.0,22.5,0.415,0.0,0.0,3.0,0.0,0.335,1.0,1.0,0.0,0.0,2.0,144.0,0.0
653,0.0,21.5,11.5,0.0,0.0,3.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,100.0,68.0
654,1.0,23.58,0.83,0.0,0.0,8.0,0.0,0.415,1.0,0.0,1.0,0.0,0.0,200.0,11.0
655,1.0,21.08,5.0,1.0,1.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
656,0.0,25.67,3.25,0.0,0.0,0.0,1.0,2.29,1.0,0.0,1.0,0.0,0.0,416.0,21.0
657,1.0,38.92,1.665,0.0,0.0,12.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,390.0
658,1.0,15.75,0.375,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,120.0,18.0
659,1.0,28.58,3.75,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,40.0,154.0
660,0.0,22.25,9.0,0.0,0.0,12.0,0.0,0.085,1.0,1.0,0.0,1.0,0.0,0.0,0.0
661,0.0,29.83,3.5,0.0,0.0,0.0,0.0,0.165,1.0,1.0,0.0,1.0,0.0,216.0,0.0
662,1.0,23.5,1.5,0.0,0.0,9.0,0.0,0.875,1.0,1.0,0.0,0.0,0.0,160.0,0.0
663,0.0,32.08,4.0,1.0,1.0,2.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,120.0,0.0
664,0.0,31.08,1.5,1.0,1.0,9.0,0.0,0.04,1.0,1.0,0.0,1.0,2.0,160.0,0.0
665,0.0,31.83,0.04,1.0,1.0,6.0,0.0,0.04,1.0,1.0,0.0,1.0,0.0,0.0,0.0
666,1.0,21.75,11.75,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,180.0,0.0
667,1.0,17.92,0.54,0.0,0.0,0.0,0.0,1.75,1.0,0.0,1.0,0.0,0.0,80.0,5.0
668,0.0,30.33,0.5,0.0,0.0,1.0,1.0,0.085,1.0,1.0,0.0,0.0,2.0,252.0,0.0
669,0.0,51.83,2.04,1.0,1.0,13.0,7.0,1.5,1.0,1.0,0.0,1.0,0.0,120.0,1.0
670,0.0,47.17,5.835,0.0,0.0,9.0,0.0,5.5,1.0,1.0,0.0,1.0,0.0,465.0,150.0
671,0.0,25.83,12.835,0.0,0.0,2.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,2.0
672,1.0,50.25,0.835,0.0,0.0,12.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,240.0,117.0
673,,29.5,2.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,256.0,17.0
674,1.0,37.33,2.5,0.0,0.0,3.0,1.0,0.21,1.0,1.0,0.0,1.0,0.0,260.0,246.0
